filename,RMS_EHG_1_butter,log2_EHG_1_butter,perm_entropy_EHG_1_butter,svd_entropy_EHG_1_butter,spectral_entropy_EHG_1_butter,sample_entropy_EHG_1_butter,Hjorth_mobility_EHG_1_butter,hjorth_complexity_EHG_1_butter,Approximate entropy_EHG_1_butter,num_zero_cross_EHG_1_butter,petrosian_fd_EHG_1_butter,katz_fd_EHG_1_butter,higuchi_fd_EHG_1_butter,detrended_fluctuation_EHG_1_butter
tpehgt_n001.dat,0.024196093895382378,-5.369082025440403,0.8642478679171,0.5485976831530048,0.42287281998323145,0.8252601808544842,0.2517707303642966,4.129709982762601,0.8969263649896848,2942,1.011823342512398,3.010789771982513,1.5838559877338028,0.8121873985834503
tpehgt_n002.dat,0.006809889655022129,-7.198152863141645,0.8918056748102433,0.7189306539211332,0.6355769787803166,0.9475631894558979,0.45238588043013833,2.246018277113236,1.0736677565576338,5047,1.013063827683762,2.404195133072414,1.6874022304533605,0.693200906732231
tpehgt_n003.dat,0.024886470102075692,-5.32849457686751,0.8304775968378005,0.4692967570024719,0.4634133682084854,0.5977875086255013,0.19518789950635537,4.543775387115907,0.6895106908849704,2373,1.0104946967091613,2.1647746713981917,1.3825014725326117,0.750698648952153
tpehgt_n004.dat,0.014022784262986605,-6.1560833608542005,0.9158239439137705,0.5867107422855219,0.39230620322283627,0.9461426212517571,0.2835443756074186,3.9146591776721036,1.0174957341659425,3573,1.0143127285537368,3.310043703720713,1.7041710977948465,0.8595258072850525
tpehgt_n005.dat,0.021661738470285883,-5.528707158194414,0.867093201221365,0.4595735855644004,0.39127739590393806,0.6313896076439358,0.1874587889251112,5.075123886218404,0.6914397603324365,2084,1.0119303196671403,2.3306598997198527,1.3818375327652697,0.7386912024886708
tpehgt_p001.dat,0.03184847751180619,-4.972631782400424,0.794822498205831,0.4149616210768059,0.4413381176958504,0.14456500856230828,0.16567831235515307,4.6927124374077165,0.182473678386178,3496,1.0106143853473555,1.6838953490298347,1.4061028661167523,0.8359903352818582
tpehgt_p002.dat,0.007852271936623361,-6.992674148176836,0.8380711460612797,0.5781170254747761,0.49084335337768864,0.7692657656625905,0.27870637155469824,3.7111050798286986,0.8428235605610213,4190,1.0119846021385355,2.8461954518654022,1.5586785175621578,0.7473272938769454
tpehgt_p003.dat,0.0074337930774607455,-7.0716857538845295,0.8342645650978048,0.5742283616797134,0.4733184672659954,0.6943885080403301,0.27545429584930864,3.728401514698999,0.785625952703104,4288,1.0120455431955862,2.8046799721023876,1.6023153523909137,0.7591508905347267
tpehgt_p004.dat,0.006547759377452136,-7.254782979242055,0.816704289917524,0.6186067962996666,0.5703466344819333,0.737375854879735,0.32176988200771645,3.112634753027433,0.8024485450538705,4105,1.0109926027155605,3.290144393424748,1.5227275792492472,0.6618553301843976
tpehgt_p005.dat,0.008489542163293002,-6.880097532598393,0.7880233807439395,0.5239840614651675,0.5464836266130784,0.6439305646257234,0.23816799556062904,3.7212320862806325,0.7427021054134086,2830,1.0103758182616824,2.7746948512301928,1.3432595082844019,0.6945015881794059
